season,week,celebrity_name,popularity_level,judge_score,judge_percentage,prior_votes,prior_percentage,estimated_votes,vote_percentage,combined_score,min_votes,max_votes,prior_consistency,confidence,confidence_level,is_eliminated,consistency_check
29,4,Jeannie Mai,Low,21.0,6.98,585419,5.85,631278,6.31,13.29,230769,10000000,92.2,36.0,Medium,False,True
29,5,Jesse Metcalfe,High,19.0,6.62,1151827,11.52,375852,3.76,10.38,0,250000,32.6,62.7,High,True,True
29,5,Chrishell Stause,Low,19.0,6.62,638546,6.39,694546,6.95,13.57,250000,10000000,91.2,35.9,Medium,False,True
29,5,Skai Jackson,Low,24.0,8.36,674707,6.75,733878,7.34,15.7,75783,10000000,91.2,37.4,Medium,False,True
29,5,Justina Machado,Low,24.0,8.36,661669,6.62,719697,7.2,15.56,75783,10000000,91.2,37.3,Medium,False,True
29,5,Veron Davis,Low,21.0,7.32,643070,6.43,699467,6.99,14.31,180313,10000000,91.2,36.5,Medium,False,True
29,5,Johnny Weir,Low,29.0,10.1,713516,7.14,776090,7.76,17.87,0,10000000,91.2,39.0,Medium,False,True
29,5,Nev Schulman,Medium,26.0,9.06,973704,9.74,1059097,10.59,19.65,6097,10000000,91.2,40.3,Medium,False,True
29,5,AJ McLean,Low,24.0,8.36,671448,6.71,730333,7.3,15.67,75783,10000000,91.2,37.4,Medium,False,True
29,5,Nelly,High,24.0,8.36,1240922,12.41,1349749,13.5,21.86,75783,10000000,91.2,42.0,Medium,False,True
29,5,Kaitlyn Bristowe,Medium,27.0,9.41,990438,9.9,1077299,10.77,20.18,0,10000000,91.2,40.7,Medium,False,True
29,5,Monica Aldama,Medium,26.0,9.06,978477,9.78,1064289,10.64,19.7,6097,10000000,91.2,40.4,Medium,False,True
29,5,Jeannie Mai,Low,24.0,8.36,661669,6.62,719697,7.2,15.56,75783,10000000,91.2,37.3,Medium,False,True
29,6,Chrishell Stause,Low,24.0,8.96,754754,7.55,794875,7.95,16.9,160786,10000000,94.7,39.6,Medium,False,True
29,6,Skai Jackson,Low,18.0,6.72,690553,6.91,727261,7.27,13.99,384667,10000000,94.7,37.6,Medium,False,True
29,6,Justina Machado,Low,27.0,10.07,773587,7.74,814709,8.15,18.22,48846,10000000,94.7,40.5,Medium,False,True
29,6,Veron Davis,Low,21.0,7.84,721070,7.21,227820,2.28,10.11,0,160786,31.6,62.9,High,True,True
29,6,Johnny Weir,Low,22.0,8.21,750460,7.5,790353,7.9,16.11,235413,10000000,94.7,39.1,Medium,False,True
29,6,Nev Schulman,Medium,26.0,9.7,1104892,11.05,1163626,11.64,21.34,86160,10000000,94.7,42.9,Medium,False,True
29,6,AJ McLean,Low,27.0,10.07,782760,7.83,824370,8.24,18.32,48846,10000000,94.7,40.6,Medium,False,True
29,6,Nelly,High,24.0,8.96,1412637,14.13,1487730,14.88,23.83,160786,10000000,94.7,44.8,Medium,False,True
29,6,Kaitlyn Bristowe,Medium,27.0,10.07,1122597,11.23,1182272,11.82,21.9,48846,10000000,94.7,43.3,Medium,False,True
29,6,Monica Aldama,Medium,27.0,10.07,1122597,11.23,1182272,11.82,21.9,48846,10000000,94.7,43.3,Medium,False,True
29,6,Jeannie Mai,Low,25.0,9.33,764089,7.64,804707,8.05,17.38,123473,10000000,94.7,39.9,Medium,False,True
29,7,Chrishell Stause,Low,26.0,10.0,835694,8.36,907322,9.07,19.07,146153,10000000,91.4,39.9,Medium,False,True
29,7,Skai Jackson,Low,27.0,10.38,807283,8.07,876475,8.76,19.15,107692,10000000,91.4,40.0,Medium,False,True
29,7,Justina Machado,Low,26.0,10.0,822259,8.22,892734,8.93,18.93,146153,10000000,91.4,39.8,Medium,False,True
29,7,Johnny Weir,Low,27.0,10.38,826310,8.26,897133,8.97,19.36,107692,10000000,91.4,40.1,Medium,False,True
29,7,Nev Schulman,Medium,30.0,11.54,1228871,12.29,1334197,13.34,24.88,0,10000000,91.4,44.2,Medium,False,True
29,7,AJ McLean,Low,26.0,10.0,830320,8.3,901487,9.01,19.01,146153,10000000,91.4,39.9,Medium,False,True
29,7,Nelly,High,27.0,10.38,1554768,15.55,1688027,16.88,27.26,107692,10000000,91.4,46.1,Medium,False,True
29,7,Kaitlyn Bristowe,Medium,24.0,9.23,1151298,11.51,1249976,12.5,21.73,223076,10000000,91.4,42.0,Medium,False,True
29,7,Monica Aldama,Medium,22.0,8.46,1127764,11.28,367327,3.67,12.13,0,376923,32.6,63.3,High,True,True
29,7,Jeannie Mai,Low,25.0,9.62,815427,8.15,885317,8.85,18.47,184615,10000000,91.4,39.5,Medium,False,True
29,8,Chrishell Stause,Low,27.0,12.16,1036754,10.37,335364,3.35,15.52,0,239864,32.3,67.7,High,True,True
29,8,Skai Jackson,Low,26.9998,12.16,1016760,10.17,1096323,10.96,23.13,375009,10000000,92.2,44.0,Medium,False,True
29,8,Justina Machado,Low,28.9998,13.06,1036005,10.36,1117074,11.17,24.23,284918,10000000,92.2,44.8,Medium,False,True
29,8,Johnny Weir,Low,30.0,13.51,1058856,10.59,1141713,11.42,24.93,239864,10000000,92.2,45.3,Medium,False,True
29,8,Nev Schulman,Medium,30.0,13.51,1516865,15.17,1635562,16.36,29.87,239864,10000000,92.2,49.0,Medium,False,True
29,8,AJ McLean,Low,27.0,12.16,1022474,10.22,1102484,11.02,23.19,375000,10000000,92.2,44.1,Medium,False,True
29,8,Nelly,High,24.0,10.81,1852184,18.52,1997120,19.97,30.78,510135,10000000,92.2,49.9,Medium,False,True
29,8,Kaitlyn Bristowe,Medium,28.0,12.61,1460099,14.6,1574354,15.74,28.36,329954,10000000,92.2,47.9,Medium,False,True
29,9,Skai Jackson,Low,28.9998,15.03,1159763,11.6,1258257,12.58,27.61,221316,10000000,91.5,47.9,Medium,False,True
29,9,Justina Machado,Low,25.9998,13.47,1128014,11.28,1223812,12.24,25.71,376757,10000000,91.5,46.6,Medium,False,True
29,9,Johnny Weir,Low,30.0,15.54,1189515,11.9,1290536,12.91,28.45,169492,10000000,91.5,48.5,Medium,False,True
29,9,Nev Schulman,Medium,28.9998,15.03,1673128,16.73,1815220,18.15,33.18,221316,10000000,91.5,52.1,Medium,False,True
29,9,AJ McLean,Low,24.9998,12.95,1118261,11.18,363969,3.64,16.59,0,376768,32.5,68.9,High,True,True
29,9,Nelly,High,24.0,12.44,2048507,20.49,2222479,22.22,34.66,480374,10000000,91.5,53.4,Medium,False,True
29,9,Kaitlyn Bristowe,Medium,30.0,15.54,1682809,16.83,1825724,18.26,33.8,169492,10000000,91.5,52.5,Medium,False,True
29,10,Skai Jackson,Low,28.5,16.38,1287656,12.88,424565,4.25,20.62,0,471264,33.0,70.3,High,True,True
29,10,Justina Machado,Low,29.0,16.67,1285872,12.86,1413257,14.13,30.8,471264,10000000,90.1,48.6,Medium,False,True
29,10,Johnny Weir,Low,28.5,16.38,1298902,12.99,1427578,14.28,30.66,500000,10000000,90.1,48.5,Medium,False,True
29,10,Nev Schulman,Medium,30.0,17.24,1872280,18.72,2057758,20.58,37.82,413793,10000000,90.1,53.8,Medium,False,True
29,10,Nelly,High,28.0,16.09,2378928,23.79,2614597,26.15,42.24,528735,10000000,90.1,57.2,High,False,True
29,10,Kaitlyn Bristowe,Medium,30.0,17.24,1876359,18.76,2062242,20.62,37.86,413793,10000000,90.1,53.9,Medium,False,True
30,2,Martin Kove,High,15.0,3.9,746935,7.47,236443,2.36,6.26,0,381818,31.7,61.6,High,True,True
30,2,Brian Austin Green,High,23.0,5.97,826726,8.27,872337,8.72,14.7,0,10000000,94.5,40.7,Medium,False,True
30,2,Melora Hardin,Low,27.0,7.01,466642,4.67,492387,4.92,11.94,0,10000000,94.5,38.6,Medium,False,True
30,2,Matt James,High,22.0,5.71,816752,8.17,861813,8.62,14.33,18181,10000000,94.5,40.4,Medium,False,True
30,2,"Mike ""The Miz"" Mizanin",Low,26.0,6.75,461272,4.61,486720,4.87,11.62,0,10000000,94.5,38.4,Medium,False,True
30,2,Suni Lee,Low,28.0,7.27,472013,4.72,498054,4.98,12.25,0,10000000,94.5,38.8,Medium,False,True
30,2,Iman Shumpert,High,25.0,6.49,846674,8.47,893385,8.93,15.43,0,10000000,94.5,41.2,Medium,False,True
30,2,Cody Rigsby,Medium,24.0,6.23,643615,6.44,679124,6.79,13.03,0,10000000,94.5,39.4,Medium,False,True
30,2,Melanie C,High,30.0,7.79,896544,8.97,946006,9.46,17.25,0,10000000,94.5,42.6,Medium,False,True
30,2,Jimmie Allen,Low,27.0,7.01,466642,4.67,492387,4.92,11.94,0,10000000,94.5,38.6,Medium,False,True
30,2,Olivia Jade,Medium,27.0,7.01,666632,6.67,703410,7.03,14.05,0,10000000,94.5,40.2,Medium,False,True
30,2,JoJo Siwa,Medium,31.0,8.05,697321,6.97,735792,7.36,15.41,0,10000000,94.5,41.2,Medium,False,True
30,2,Christine Chiu,Medium,24.0,6.23,643615,6.44,679124,6.79,13.03,0,10000000,94.5,39.4,Medium,False,True
30,2,Kenya Moore,Medium,24.0,6.23,643615,6.44,679124,6.79,13.03,0,10000000,94.5,39.4,Medium,False,True
30,2,Amanda Kloots,Medium,32.0,8.31,704993,7.05,743888,7.44,15.75,0,10000000,94.5,41.5,Medium,False,True
30,3,Brian Austin Green,High,19.0,6.38,881168,8.81,926403,9.26,15.64,281399,10000000,94.9,39.5,Medium,False,True
30,3,Melora Hardin,Low,23.0,7.72,512258,5.12,538555,5.39,13.1,147171,10000000,94.9,37.5,Medium,False,True
30,3,Matt James,High,20.0,6.71,884970,8.85,930401,9.3,16.02,247842,10000000,94.9,39.7,Medium,False,True
30,3,"Mike ""The Miz"" Mizanin",Low,22.0,7.38,510210,5.1,536403,5.36,12.75,180728,10000000,94.9,37.2,Medium,False,True
30,3,Suni Lee,Low,21.0,7.05,493227,4.93,518547,5.19,12.23,214285,10000000,94.9,36.9,Medium,False,True
30,3,Iman Shumpert,High,19.0,6.38,925671,9.26,973192,9.73,16.11,281399,10000000,94.9,39.8,Medium,False,True
30,3,Cody Rigsby,Medium,18.0,6.04,674697,6.75,709333,7.09,13.13,314956,10000000,94.9,37.6,Medium,False,True
30,3,Melanie C,High,22.0,7.38,956824,9.57,1005943,10.06,17.44,180728,10000000,94.9,40.7,Medium,False,True
30,3,Jimmie Allen,Low,20.0,6.71,510559,5.11,536770,5.37,12.08,247842,10000000,94.9,36.8,Medium,False,True
30,3,Olivia Jade,Medium,24.0,8.05,749213,7.49,787675,7.88,15.93,113614,10000000,94.9,39.6,Medium,False,True
30,3,JoJo Siwa,Medium,24.0,8.05,749213,7.49,787675,7.88,15.93,113614,10000000,94.9,39.6,Medium,False,True
30,3,Christine Chiu,Medium,21.0,7.05,697564,6.98,220012,2.2,9.25,0,113614,31.5,63.1,High,True,True
30,3,Kenya Moore,Medium,21.0,7.05,690517,6.91,725966,7.26,14.31,214285,10000000,94.9,38.4,Medium,False,True
30,3,Amanda Kloots,Medium,24.0,8.05,763903,7.64,803119,8.03,16.08,113614,10000000,94.9,39.7,Medium,False,True
30,4,Brian Austin Green,High,26.0,6.24,939761,9.4,301780,3.02,9.25,0,290721,32.1,62.3,High,True,True
30,4,Melora Hardin,Low,36.5,8.75,566418,5.66,606303,6.06,14.82,0,10000000,93.0,38.1,Medium,False,True
30,4,Matt James,High,28.5,6.83,969699,9.7,1037981,10.38,17.21,170817,10000000,93.0,40.0,Medium,False,True
30,4,"Mike ""The Miz"" Mizanin",Low,32.5,7.79,549785,5.5,588498,5.88,13.68,74893,10000000,93.0,37.3,Medium,False,True
30,4,Suni Lee,Low,34.0,8.15,538634,5.39,576562,5.77,13.92,38922,10000000,93.0,37.4,Medium,False,True
30,4,Iman Shumpert,High,31.5,7.55,1011518,10.12,1082744,10.83,18.38,98874,10000000,93.0,40.8,Medium,False,True
30,4,Cody Rigsby,Medium,29.0,6.95,739264,7.39,791320,7.91,14.87,158826,10000000,93.0,38.2,Medium,False,True
30,4,Melanie C,High,33.0,7.91,1004992,10.05,1075759,10.76,18.67,62903,10000000,93.0,41.0,Medium,False,True
30,4,Jimmie Allen,Low,32.5,7.79,549785,5.5,588498,5.88,13.68,74893,10000000,93.0,37.3,Medium,False,True
30,4,Olivia Jade,Medium,35.0,8.39,809129,8.09,866104,8.66,17.05,14941,10000000,93.0,39.7,Medium,False,True
30,4,JoJo Siwa,Medium,35.0,8.39,787407,7.87,842853,8.43,16.82,14941,10000000,93.0,39.6,Medium,False,True
30,4,Kenya Moore,Medium,29.5,7.07,747982,7.48,800651,8.01,15.08,146836,10000000,93.0,38.4,Medium,False,True
30,4,Amanda Kloots,Medium,34.0,8.15,785620,7.86,840940,8.41,16.56,38922,10000000,93.0,39.4,Medium,False,True
30,5,Melora Hardin,Low,36.0,9.35,689835,6.9,756201,7.56,16.91,272727,10000000,90.4,35.9,Medium,False,True
30,5,"Mike ""The Miz"" Mizanin",Low,32.0,8.31,660054,6.6,723554,7.24,15.55,376623,10000000,90.4,35.0,Low,False,True
30,5,Suni Lee,Low,36.0,9.35,675088,6.75,740035,7.4,16.75,272727,10000000,90.4,35.8,Medium,False,True
30,5,Iman Shumpert,High,28.0,7.27,1194022,11.94,1308892,13.09,20.36,480519,10000000,90.4,38.6,Medium,False,True
30,5,Cody Rigsby,Medium,32.0,8.31,927105,9.27,1016297,10.16,18.47,376623,10000000,90.4,37.1,Medium,False,True
30,5,Melanie C,High,36.0,9.35,1253736,12.54,412305,4.12,13.47,0,64935,32.9,63.9,High,True,True
30,5,Jimmie Allen,Low,34.0,8.83,678110,6.78,743348,7.43,16.26,324675,10000000,90.4,35.5,Medium,False,True
30,5,Olivia Jade,Medium,36.0,9.35,983139,9.83,1077721,10.78,20.13,272727,10000000,90.4,38.3,Medium,False,True
30,5,JoJo Siwa,Medium,40.0,10.39,997197,9.97,1093132,10.93,21.32,168831,10000000,90.4,39.1,Medium,False,True
30,5,Kenya Moore,Medium,36.0,9.35,952708,9.53,1044363,10.44,19.79,272727,10000000,90.4,38.1,Medium,False,True
30,5,Amanda Kloots,Medium,39.0,10.13,989001,9.89,1084147,10.84,20.97,194805,10000000,90.4,38.9,Medium,False,True
30,6,Melora Hardin,Low,34.0,9.34,753916,7.54,814273,8.14,17.48,245054,10000000,92.0,38.9,Medium,False,True
30,6,"Mike ""The Miz"" Mizanin",Low,34.0,9.34,748117,7.48,808009,8.08,17.42,245054,10000000,92.0,38.9,Medium,False,True
30,6,Suni Lee,Low,36.0,9.89,760697,7.61,821597,8.22,18.11,190109,10000000,92.0,39.4,Medium,False,True
30,6,Iman Shumpert,High,40.0,10.99,1453794,14.54,1570182,15.7,26.69,80219,10000000,92.0,45.7,Medium,False,True
30,6,Cody Rigsby,Medium,36.0,9.89,1086710,10.87,1173710,11.74,21.63,190109,10000000,92.0,42.0,Medium,False,True
30,6,Jimmie Allen,Low,38.0,10.44,785266,7.85,848133,8.48,18.92,135164,10000000,92.0,39.9,Medium,False,True
30,6,Olivia Jade,Medium,36.0,9.89,1099347,10.99,1187358,11.87,21.76,190109,10000000,92.0,42.1,Medium,False,True
30,6,JoJo Siwa,Medium,40.0,10.99,1135709,11.36,1226631,12.27,23.26,80219,10000000,92.0,43.1,Medium,False,True
30,6,Kenya Moore,Medium,32.0,8.79,1058912,10.59,343105,3.43,12.22,0,354945,32.4,63.4,High,True,True
30,6,Amanda Kloots,Medium,38.0,10.44,1117528,11.18,1206995,12.07,22.51,135164,10000000,92.0,42.6,Medium,False,True
30,7,Melora Hardin,Low,38.0,11.62,864320,8.64,917459,9.17,20.8,149847,10000000,93.9,43.3,Medium,False,True
30,7,"Mike ""The Miz"" Mizanin",Low,32.0,9.79,827420,8.27,263487,2.63,12.42,0,394495,31.8,64.8,High,True,True
30,7,Suni Lee,Low,34.0,10.4,836161,8.36,887569,8.88,19.27,272171,10000000,93.9,42.3,Medium,False,True
30,7,Iman Shumpert,High,34.0,10.4,1608331,16.08,1707212,17.07,27.47,272171,10000000,93.9,48.4,Medium,False,True
30,7,Cody Rigsby,Medium,36.0,11.01,1230405,12.3,1306050,13.06,24.07,211009,10000000,93.9,45.9,Medium,False,True
30,7,Jimmie Allen,Low,38.0,11.62,886770,8.87,941289,9.41,21.03,149847,10000000,93.9,43.5,Medium,False,True
30,7,Olivia Jade,Medium,42.0,12.84,1287389,12.87,1366538,13.67,26.51,27522,10000000,93.9,47.5,Medium,False,True
30,7,JoJo Siwa,Medium,39.0,11.93,1256925,12.57,1334201,13.34,25.27,119266,10000000,93.9,46.7,Medium,False,True
30,7,Amanda Kloots,Medium,34.0,10.4,1202273,12.02,1276189,12.76,23.16,272171,10000000,93.9,45.2,Medium,False,True
30,8,Melora Hardin,Low,42.0,13.64,974318,9.74,1040633,10.41,24.04,50324,10000000,93.2,46.4,Medium,False,True
30,8,Suni Lee,Low,42.0,13.64,958169,9.58,1023385,10.23,23.87,50324,10000000,93.2,46.3,Medium,False,True
30,8,Iman Shumpert,High,35.0,11.36,1718104,17.18,1835043,18.35,29.71,277597,10000000,93.2,50.9,Medium,False,True
30,8,Cody Rigsby,Medium,38.0,12.34,1349651,13.5,1441512,14.42,26.75,180194,10000000,93.2,48.6,Medium,False,True
30,8,Jimmie Allen,Low,32.0,10.39,910362,9.1,291697,2.92,13.31,0,472402,32.0,66.3,High,True,True
30,8,Olivia Jade,Medium,36.0,11.69,1346885,13.47,1438558,14.39,26.07,245129,10000000,93.2,48.1,Medium,False,True
30,8,JoJo Siwa,Medium,41.0,13.31,1373693,13.74,1467191,14.67,27.98,82792,10000000,93.2,49.4,Medium,False,True
30,8,Amanda Kloots,Medium,42.0,13.64,1368813,13.69,1461978,14.62,28.26,50324,10000000,93.2,49.6,Medium,False,True
30,9,Melora Hardin,Low,36.0,15.93,1217110,12.17,399138,3.99,19.92,0,477876,32.8,70.2,High,True,True
30,9,Suni Lee,Low,37.5,16.59,1225924,12.26,1340097,13.4,29.99,433628,10000000,90.7,48.7,Medium,False,True
30,9,Iman Shumpert,High,37.5,16.59,2276716,22.77,2488752,24.89,41.48,433628,10000000,90.7,57.3,High,False,True
30,9,Cody Rigsby,Medium,35.5,15.71,1723386,17.23,1883889,18.84,34.55,522123,10000000,90.7,52.2,Medium,False,True
30,9,JoJo Siwa,Medium,40.0,17.7,1777608,17.78,1943161,19.43,37.13,323008,10000000,90.7,54.0,Medium,False,True
30,9,Amanda Kloots,Medium,39.5,17.48,1779254,17.79,1944960,19.45,36.93,345132,10000000,90.7,53.8,Medium,False,True
31,1,Jason Lewis,High,18.0,4.71,769323,7.69,243933,2.44,7.15,0,161321,31.7,62.9,High,True,True
31,1,Cheryl Ladd,High,21.0,5.5,800635,8.01,846206,8.46,13.96,108965,10000000,94.3,39.5,Medium,False,True
31,1,Selma Blair,Low,28.0,7.33,470452,4.7,497229,4.97,12.3,0,10000000,94.3,38.2,Medium,False,True
31,1,Joseph Baena,High,23.0,6.02,821510,8.22,868268,8.68,14.7,56609,10000000,94.3,40.0,Medium,False,True
31,1,Trevor Donovan,Low,21.0,5.5,431111,4.31,455649,4.56,10.05,108965,10000000,94.3,36.6,Medium,False,True
31,1,Daniel Durant,Low,27.0,7.07,464832,4.65,491289,4.91,11.98,0,10000000,94.3,37.9,Medium,False,True
31,1,Wayne Brady,Medium,29.0,7.59,680103,6.8,718813,7.19,14.78,0,10000000,94.3,40.0,Medium,False,True
31,1,Sam Champion,Medium,20.0,5.24,607844,6.08,642441,6.42,11.66,135143,10000000,94.3,37.8,Medium,False,True
31,1,Jessie James Decker,High,20.0,5.24,790198,7.9,835174,8.35,13.59,135143,10000000,94.3,39.2,Medium,False,True
31,1,Jordin Sparks,Low,26.0,6.81,459212,4.59,485349,4.85,11.66,0,10000000,94.3,37.7,Medium,False,True
31,1,Heidi D'Amelio,Medium,24.0,6.28,639959,6.4,676384,6.76,13.05,30431,10000000,94.3,38.7,Medium,False,True
31,1,Charli D'Amelio,Medium,32.0,8.38,704190,7.04,744270,7.44,15.82,0,10000000,94.3,40.8,Medium,False,True
31,1,Teresa Giudice,Medium,20.0,5.24,607844,6.08,642441,6.42,11.66,135143,10000000,94.3,37.8,Medium,False,True
31,1,Vinny Guadagnino,Low,17.0,4.45,408630,4.09,431889,4.32,8.77,213678,10000000,94.3,35.7,Medium,False,True
31,1,Shangela,Medium,28.0,7.33,672074,6.72,710327,7.1,14.43,0,10000000,94.3,39.8,Medium,False,True
31,1,Gabby Windey,Medium,28.0,7.33,672074,6.72,710327,7.1,14.43,0,10000000,94.3,39.8,Medium,False,True
31,2,Cheryl Ladd,High,21.0,5.1,842092,8.42,883075,8.83,13.93,248543,10000000,95.1,39.4,Medium,False,True
31,2,Selma Blair,Low,28.0,6.8,490736,4.91,514620,5.15,11.94,78640,10000000,95.1,37.8,Medium,False,True
31,2,Joseph Baena,High,24.0,5.83,871782,8.72,914209,9.14,14.97,175728,10000000,95.1,40.1,Medium,False,True
31,2,Trevor Donovan,Low,30.0,7.28,501394,5.01,525796,5.26,12.54,30097,10000000,95.1,38.2,Medium,False,True
31,2,Daniel Durant,Low,29.0,7.04,496065,4.96,520208,5.2,12.24,54368,10000000,95.1,38.0,Medium,False,True
31,2,Wayne Brady,Medium,32.0,7.77,731503,7.32,767104,7.67,15.44,0,10000000,95.1,40.4,Medium,False,True
31,2,Sam Champion,Medium,26.0,6.31,685827,6.86,719204,7.19,13.5,127184,10000000,95.1,39.0,Medium,False,True
31,2,Jessie James Decker,High,25.0,6.07,881678,8.82,924588,9.25,15.31,151456,10000000,95.1,40.4,Medium,False,True
31,2,Jordin Sparks,Low,27.0,6.55,485407,4.85,509031,5.09,11.64,102912,10000000,95.1,37.6,Medium,False,True
31,2,Heidi D'Amelio,Medium,28.0,6.8,701052,7.01,735171,7.35,14.15,78640,10000000,95.1,39.5,Medium,False,True
31,2,Charli D'Amelio,Medium,32.0,7.77,731503,7.32,767104,7.67,15.44,0,10000000,95.1,40.4,Medium,False,True
31,2,Teresa Giudice,Medium,23.0,5.58,662988,6.63,208576,2.09,7.67,0,151456,31.5,62.9,High,True,True
31,2,Vinny Guadagnino,Low,27.0,6.55,485407,4.85,509031,5.09,11.64,102912,10000000,95.1,37.6,Medium,False,True
31,2,Shangela,Medium,28.0,6.8,701052,7.01,735171,7.35,14.15,78640,10000000,95.1,39.5,Medium,False,True
31,2,Gabby Windey,Medium,32.0,7.77,731503,7.32,767104,7.67,15.44,0,10000000,95.1,40.4,Medium,False,True
31,3,Cheryl Ladd,High,24.0,5.96,895520,8.96,286623,2.87,8.82,0,189471,32.0,62.9,High,True,True
31,3,Selma Blair,Low,28.0,6.95,503360,5.03,537024,5.37,12.32,115030,10000000,93.3,36.7,Medium,False,True
31,3,Joseph Baena,High,29.0,7.2,954081,9.54,1017888,10.18,17.37,90216,10000000,93.3,40.5,Medium,False,True
31,3,Trevor Donovan,Low,27.0,6.7,542897,5.43,579205,5.79,12.49,139844,10000000,93.3,36.9,Medium,False,True
31,3,Daniel Durant,Low,31.0,7.69,529612,5.3,565032,5.65,13.34,40588,10000000,93.3,37.4,Medium,False,True
31,3,Wayne Brady,Medium,33.0,8.19,779572,7.8,831709,8.32,16.51,0,10000000,93.3,39.8,Medium,False,True
31,3,Sam Champion,Medium,25.0,6.2,738202,7.38,787572,7.88,14.08,189471,10000000,93.3,38.1,Medium,False,True
31,3,Jessie James Decker,High,26.0,6.45,960924,9.61,1025189,10.25,16.7,164657,10000000,93.3,40.0,Medium,False,True
31,3,Jordin Sparks,Low,29.0,7.2,513735,5.14,548093,5.48,12.68,90216,10000000,93.3,37.0,Medium,False,True
31,3,Heidi D'Amelio,Medium,32.0,7.94,779282,7.79,831400,8.31,16.25,15774,10000000,93.3,39.6,Medium,False,True
31,3,Charli D'Amelio,Medium,33.0,8.19,756866,7.57,807484,8.07,16.26,0,10000000,93.3,39.6,Medium,False,True
31,3,Vinny Guadagnino,Low,23.0,5.71,524605,5.25,559690,5.6,11.3,239099,10000000,93.3,36.0,Medium,False,True
31,3,Shangela,Medium,30.0,7.44,734198,7.34,783300,7.83,15.28,65402,10000000,93.3,38.9,Medium,False,True
31,3,Gabby Windey,Medium,33.0,8.19,787140,7.87,839784,8.4,16.59,0,10000000,93.3,39.8,Medium,False,True
31,4,Selma Blair,Low,32.0,7.8,564162,5.64,596638,5.97,13.77,60037,10000000,94.2,38.2,Medium,False,True
31,4,Joseph Baena,High,28.0,6.83,1048361,10.48,1108710,11.09,17.92,157598,10000000,94.2,41.4,Medium,False,True
31,4,Trevor Donovan,Low,28.0,6.83,564502,5.65,596997,5.97,12.8,157598,10000000,94.2,37.6,Medium,False,True
31,4,Daniel Durant,Low,29.0,7.07,562750,5.63,595145,5.95,13.02,133208,10000000,94.2,37.7,Medium,False,True
31,4,Wayne Brady,Medium,36.0,8.78,858783,8.59,908219,9.08,17.86,0,10000000,94.2,41.2,Medium,False,True
31,4,Sam Champion,Medium,25.0,6.1,777600,7.78,246709,2.47,8.56,0,303939,31.7,62.1,High,True,True
31,4,Jessie James Decker,High,31.0,7.56,1079319,10.79,1141451,11.41,18.98,84427,10000000,94.2,42.1,Medium,False,True
31,4,Jordin Sparks,Low,34.0,8.29,586345,5.86,620098,6.2,14.49,11257,10000000,94.2,38.7,Medium,False,True
31,4,Heidi D'Amelio,Medium,34.0,8.29,865009,8.65,914804,9.15,17.44,11257,10000000,94.2,40.9,Medium,False,True
31,4,Charli D'Amelio,Medium,36.0,8.78,842054,8.42,890527,8.91,17.69,0,10000000,94.2,41.1,Medium,False,True
31,4,Vinny Guadagnino,Low,29.0,7.07,570058,5.7,602874,6.03,13.1,133208,10000000,94.2,37.8,Medium,False,True
31,4,Shangela,Medium,32.0,7.8,816692,8.17,863705,8.64,16.44,60037,10000000,94.2,40.2,Medium,False,True
31,4,Gabby Windey,Medium,36.0,8.78,864360,8.64,914117,9.14,17.92,0,10000000,94.2,41.3,Medium,False,True
31,5,Selma Blair,Low,40.0,8.92,633882,6.34,688669,6.89,15.81,138517,10000000,91.4,36.7,Medium,False,True
31,5,Joseph Baena,High,35.0,7.8,1136484,11.36,370413,3.7,11.51,0,160813,32.6,63.2,High,True,True
31,5,Trevor Donovan,Low,36.0,8.03,622979,6.23,676823,6.77,14.79,227703,10000000,91.4,36.0,Medium,False,True
31,5,Daniel Durant,Low,33.5,7.47,595596,5.96,647073,6.47,13.94,283444,10000000,91.4,35.4,Medium,False,True
31,5,Wayne Brady,Medium,41.0,9.14,926087,9.26,1006128,10.06,19.2,116220,10000000,91.4,39.3,Medium,False,True
31,5,Jessie James Decker,High,36.0,8.03,1179318,11.79,1281246,12.81,20.84,227703,10000000,91.4,40.6,Medium,False,True
31,5,Jordin Sparks,Low,35.5,7.92,623448,6.23,677333,6.77,14.69,238851,10000000,91.4,36.0,Medium,False,True
31,5,Heidi D'Amelio,Medium,39.0,8.7,924852,9.25,1004787,10.05,18.74,160813,10000000,91.4,39.0,Medium,False,True
31,5,Charli D'Amelio,Medium,42.0,9.36,919784,9.2,999280,9.99,19.36,93924,10000000,91.4,39.4,Medium,False,True
31,5,Vinny Guadagnino,Low,31.0,6.91,612135,6.12,665041,6.65,13.56,339186,10000000,91.4,35.2,Medium,False,True
31,5,Shangela,Medium,38.5,8.58,894869,8.95,972212,9.72,18.31,171962,10000000,91.4,38.6,Medium,False,True
31,5,Gabby Windey,Medium,41.0,9.14,930561,9.31,1010989,10.11,19.25,116220,10000000,91.4,39.3,Medium,False,True
31,6,Trevor Donovan,Low,34.0,9.86,772346,7.72,857233,8.57,18.43,242028,10000000,89.0,37.4,Medium,False,True
31,6,Daniel Durant,Low,34.0,9.86,747573,7.48,829737,8.3,18.15,242028,10000000,89.0,37.2,Medium,False,True
31,6,Wayne Brady,Medium,34.0,9.86,1090862,10.91,1210755,12.11,21.96,242028,10000000,89.0,40.1,Medium,False,True
